,,クモハ100,,クモハ101,,モハ100,,モハ101,,,
,,クハ100,,クハ101,,サハ100,,サハ101,,,
所属,,車番,新製年月日,製造所,配置区,,転属年月日,新区,廃車年月日,,
,,,改造年月日,改造所,配置区,改造前車番,,,改造年月日,改造後車番,
クモハ100,,,,,,,,,,,
国,○,サハ101-57,1961.03.23,汽車会社,淀川,,1961.04.01,森ノ宮,1984.08.30,,
,,,,,,,1973.09.10,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-58,1961.03.23,汽車会社,淀川,,1961.04.01,森ノ宮,1980.07.01,,
,,,,,,,1979.09.30,淀川,,,
国,○,サハ101-59,1961.03.10,近畿車両,淀川,,1961.04.01,森ノ宮,1984.03.05,,
,,,,,,,1973.09.05,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-60,1961.03.20,近畿車両,淀川,,1961.04.01,森ノ宮,1982.11.15,,
,,,,,,,1973.09.14,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-61,1961.03.30,近畿車両,淀川,,1961.04.01,森ノ宮,1983.12.07,,
,,,,,,,1977.03.15,淀川,,,
国,○,サハ101-62,1961.07.15,日本車両,武蔵小金井,,,,1984.06.20,,
国,○,サハ101-63,1961.07.15,日本車両,武蔵小金井,,,,1984.04.17,,
国,○,サハ101-64,1961.10.16,日本車両,淀川,,1973.08.19,鳳,1978.01.21,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-65,1961.10.16,日本車両,淀川,,1982.12.29,日根野,1985.01.11,,
国,○,サハ101-66,1961.10.16,日本車両,淀川,,,,1983.04.27,,
国,○,サハ101-67,1961.10.16,日本車両,淀川,,1973.08.10,鳳,1983.03.24,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-68,1961.10.16,日本車両,淀川,,,,1985.03.16,,
国,○,サハ101-69,1961.10.16,日本車両,森ノ宮,,1961.10.16,淀川,1983.04.27,,
,,,,,,,1961.10.30,森ノ宮,,,
,,,,,,,1977.03.15,淀川,,,
国,○,サハ101-70,1961.10.16,日本車両,森ノ宮,,1976.04.08,淀川,1985.06.01,,
国,○,サハ101-71,1961.10.25,日本車両,武蔵小金井,,,,1984.05.24,,
国,○,サハ101-72,1961.10.25,日本車両,池袋,,1964.08.04,津田沼,1981.02.28,,
国,○,サハ101-73,1961.10.25,日本車両,池袋,,1969.03.06,津田沼,1983.11.07,,
,,,,,,,1972.10.01,豊田,,,
,,,,,,,1972.12.05,中野,,,
国,○,サハ101-74,1961.10.25,日本車両,淀川,,,,1983.02.24,,
国,○,サハ101-75,1961.10.25,日本車両,淀川,,1973.08.23,鳳,1982.11.18,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-76,1961.10.25,日本車両,淀川,,,,1985.01.29,,
国,○,サハ101-77,1961.11.02,日本車両,森ノ宮,,1972.10.06,豊田,1983.10.25,,
,,,,,,,1979.09.13,淀川,,,
国,○,サハ101-78,1961.11.02,日本車両,森ノ宮,,1976.01.18,鳳,1982.09.30,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-79,1961.07.18,近畿車両,森ノ宮,,1972.10.06,豊田,1983.11.04,,
,,,,,,,1979.09.13,淀川,,,
国,○,サハ101-80,1961.07.18,近畿車両,森ノ宮,,1976.07.21,淀川,1984.11.07,,
国,○,サハ101-81,1961.08.08,近畿車両,淀川,,,,1983.11.04,,
国,○,サハ101-82,1961.12.23,近畿車両,池袋,,1964.11.19,中野,1983.07.12,,
国,○,サハ101-83,1961.12.23,近畿車両,池袋,,1965.09.26,中野,1984.04.17,,
国,○,サハ101-84,1961.12.23,近畿車両,池袋,,1965.09.29,中野,1987.01.24,,
,,,,,,,1985.03.02,津田沼,,,
国,○,サハ101-85,1961.12.23,近畿車両,池袋,,1965.06.05,津田沼,1983.01.21,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ101-86,1961.12.23,近畿車両,池袋,,1964.11.09,津田沼,1985.10.31,,
国,○,サハ101-87,1961.12.23,近畿車両,池袋,,1964.06.14,中野,1984.02.22,,
国,○,サハ101-88,1961.12.23,近畿車両,池袋,,1965.04.19,津田沼,1985.11.01,,
国,○,サハ101-89,1962.03.10,日本車両,武蔵小金井,,,,1984.03.30,,
国,○,サハ101-90,1962.03.10,日本車両,武蔵小金井,,,,1984.09.29,,
国,○,サハ101-91,1962.03.10,日本車両,池袋,,1965.04.24,津田沼,1985.03.22,,
国,○,サハ101-92,1962.03.10,日本車両,池袋,,1969.03.06,津田沼,1981.12.11,,
国,○,サハ101-93,1962.03.10,日本車両,池袋,,1968.09.28,津田沼,1985.03.16,,
,,,,,,,1972.09.23,中原,,,
,,,,,,,1982.08.14,日根野,,,
国,○,サハ101-94,1962.03.10,日本車両,池袋,,1978.01.26,中原,1986.12.03,,
国,○,サハ101-95,1962.03.10,日本車両,池袋,,1965.05.08,津田沼,1983.12.22,,
,,,,,,,1979.12.07,豊田,,,
,,,,,,,1981.10.21,武蔵小金井,,,
国,○,サハ101-96,1962.03.10,日本車両,池袋,,1964.12.03,中野,1984.03.21,,
国,○,サハ101-97,1962.04.10,日本車両,池袋,,1964.11.01,中野,1985.02.28,,
国,○,サハ101-98,1962.04.10,日本車両,池袋,,1965.05.13,津田沼,1981.12.11,,
国,○,サハ101-99,1962.04.28,日本車両,池袋,,1964.10.01,津田沼,1984.07.08,,
,,,,,,,1972.10.01,中原,,,
,,,,,,,1972.12.24,豊田,,,
,,,,,,,1981.09.23,武蔵小金井,,,
国,○,サハ101-100,1962.04.28,日本車両,池袋,,1965.09.04,中野,1978.01.10,サハ103-766,
国,○,サハ101-101,1962.11.24,日本車両,品川,,1969.04.04,津田沼,1982.03.16,,
国,○,サハ101-102,1962.11.24,日本車両,品川,,1969.03.26,津田沼,1982.04.19,,
国,○,サハ101-103,1962.11.24,日本車両,池袋,,1978.03.17,中原,1982.02.26,,
国,○,サハ101-104,1963.02.22,日本車両,下十条,,1963.10.01,品川,1982.07.20,,
,,,,,,,1969.03.30,津田沼,,,
国,東,サハ101-105,1963.02.22,日本車両,下十条,,1963.10.01,品川,1990.08.06,,
,,,,,,,1969.03.05,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-106,1963.02.22,日本車両,下十条,,1963.10.01,品川,1982.02.12,,
,,,,,,,1969.04.02,津田沼,,,
国,○,サハ101-107,1963.06.22,日本車両,下十条,,1963.10.01,品川,1978.05.02,サハ103-767,
,,,,,,,1969.03.15,津田沼,,,
,,,,,,,1976.11.11,中野,,,
国,○,サハ101-108,1963.06.22,日本車両,下十条,,1963.10.01,品川,1983.02.18,,
,,,,,,,1969.03.21,津田沼,,,
,,,,,,,1981.12.12,中原,,,
国,○,サハ101-109,1963.10.22,川崎車両,武蔵小金井,,1966.12.12,豊田,1983.08.22,,
,,,,,,,1981.08.29,武蔵小金井,,,
国,○,サハ101-110,1963.10.22,川崎車両,武蔵小金井,,1966.12.12,豊田,1984.09.05,,
,,,,,,,1981.08.27,武蔵小金井,,,
国,○,サハ101-111,1966.01.17,日本車両,武蔵小金井,,1966.12.12,豊田,1973.03.17,サハ103-751,
国,○,サハ101-112,1966.01.17,日本車両,武蔵小金井,,1966.12.12,豊田,1973.03.17,サハ103-752,
国,○,サハ101-113,1966.01.17,日本車両,武蔵小金井,,1966.12.12,豊田,1973.02.13,サハ103-753,
国,○,サハ101-114,1966.01.17,日本車両,武蔵小金井,,1966.12.12,豊田,1973.02.13,サハ103-754,
国,○,サハ101-115,1965.11.18,川崎車両,森ノ宮,,1976.10.24,淀川,1984.12.19,サハ103-773,
,,,,,,,1984.11.01,武蔵小金井,,,
国,○,サハ101-116,1965.11.18,川崎車両,森ノ宮,,1977.03.15,淀川,1985.02.28,サハ103-774,
,,,,,,,1984.11.01,武蔵小金井,,,
国,西,サハ101-117,1965.11.18,川崎車両,森ノ宮,,1976.04.02,淀川,1990.03.01,,
,,,,,,,1989.06.19,森ノ宮,,,
国,西,サハ101-118,1965.11.18,川崎車両,森ノ宮,,1976.04.13,淀川,1990.03.01,,
,,,,,,,1989.06.11,森ノ宮,,,
国,○,サハ101-119,1965.11.25,川崎車両,森ノ宮,,1977.03.15,淀川,1986.08.21,サハ103-777,
国,○,サハ101-120,1965.11.25,川崎車両,森ノ宮,,1977.03.15,淀川,1986.07.30,サハ103-778,
国,○,サハ101-121,1965.12.10,川崎車両,森ノ宮,,1977.03.15,淀川,1986.06.30,サハ103-779,
国,○,サハ101-122,1965.12.10,川崎車両,森ノ宮,,1977.03.15,淀川,1986.07.09,サハ103-780,
国,○,サハ101-123,1967.11.28,東急車両,中野,,1976.12.03,豊田,1980.07.25,サハ103-768,
国,○,サハ101-124,1967.11.28,東急車両,中野,,1976.12.03,豊田,1980.07.25,サハ103-769,
国,東,サハ101-125,1967.11.28,東急車両,品川,,1967.12.09,池袋,1990.08.28,,
,,,,,,,1978.02.16,中原,,,
国,○,サハ101-126,1967.11.30,東急車両,品川,,1967.12.03,池袋,1980.08.05,サハ103-770,
,,,,,,,1978.02.09,中原,,,
,,,,,,,1980.06.07,豊田,,,
国,○,サハ101-127,1967.11.30,東急車両,津田沼,,1979.04.03,中原,1985.01.31,サハ103-775,
国,○,サハ101-128,1967.11.30,東急車両,津田沼,,1979.04.03,中原,1985.03.27,サハ103-776,
,,,,,,,1981.02.10,武蔵小金井,,,
国,東,サハ101-129,1968.01.19,近畿車両,武蔵小金井,,1972.07.28,豊田,1991.09.10,,
,,,,,,,1980.09.13,中原,,,
国,東,サハ101-130,1968.01.19,近畿車両,武蔵小金井,,1972.07.28,豊田,1991.09.10,,
,,,,,,,1980.09.13,中原,,,
国,東,サハ101-131,1968.01.19,近畿車両,武蔵小金井,,1972.07.12,豊田,1991.04.01,,
,,,,,,,1981.09.30,中原,,,
国,東,サハ101-132,1968.01.19,近畿車両,武蔵小金井,,1972.07.12,豊田,1991.07.29,,
,,,,,,,1981.09.30,中原,,,
国,○,サハ101-133,1968.01.25,近畿車両,豊田,,,,1973.07.21,サハ103-755,
国,○,サハ101-134,1968.01.25,近畿車両,豊田,,,,1978.07.21,サハ103-756,
国,東,サハ101-135,1968.01.24,近畿車両,三鷹,,1972.07.25,豊田,1991.01.28,,
,,,,,,,1981.08.25,中原,,,
国,東,サハ101-136,1968.01.24,近畿車両,三鷹,,1972.07.25,豊田,1991.04.01,,
,,,,,,,1981.08.25,中原,,,
国,○,サハ101-137,1968.02.03,近畿車両,森ノ宮,,,,1976.06.18,サハ103-762,
国,○,サハ101-138,1968.02.03,近畿車両,森ノ宮,,,,1976.08.19,サハ103-763,
国,○,サハ101-139,1968.02.03,近畿車両,森ノ宮,,,,1973.08.01,サハ103-757,
国,○,サハ101-140,1968.02.03,近畿車両,森ノ宮,,,,1973.08.01,サハ103-758,
国,○,サハ101-141,1968.02.03,近畿車両,森ノ宮,,,,1976.10.20,サハ103-764,
国,○,サハ101-142,1968.12.03,近畿車両,森ノ宮,,,,1976.10.20,サハ103-765,
国,○,サハ101-143,1969.03.14,東急車両,中野,,,,1976.12.22,サハ103-759,
国,○,サハ101-144,1969.03.14,東急車両,中野,,,,1976.12.15,サハ103-760,
国,○,サハ101-145,1969.03.20,東急車両,中野,,,,1976.12.15,サハ103-761,
国,○,サハ101-146,1979.08.29,吹田工場,淀川,サハ101-258,,,1983.08.01,,
国,○,サハ101-147,1979.07.02,吹田工場,淀川,サハ101-281,,,1984.02.07,,
国,○,サハ101-148,1979.08.29,吹田工場,淀川,サハ101-289,,,1985.06.01,,
国,○,サハ101-201,1960.10.15,川崎車両,三鷹,,1977.12.19,中原,1981.12.15,,
国,○,サハ101-202,1960.10.15,川崎車両,三鷹,,1978.06.10,中原,1981.12.15,,
国,○,サハ101-203,1960.10.15,川崎車両,三鷹,,1978.09.01,武蔵小金井,1982.03.16,,
国,○,サハ101-204,1960.10.15,川崎車両,三鷹,,1969.04.08,豊田,1980.06.16,,
国,○,サハ101-205,1960.10.21,川崎車両,三鷹,,1972.10.02,武蔵小金井,1983.02.01,,
国,○,サハ101-206,1960.10.21,川崎車両,三鷹,,1969.04.08,豊田,1982.01.26,,
国,○,サハ101-207,1960.10.21,川崎車両,三鷹,,1966.12.12,武蔵小金井,1983.05.28,,
,,,,,,,1982.08.09,日根野,,,
国,○,サハ101-208,1960.10.21,川崎車両,三鷹,,1969.04.08,豊田,1973.02.23,サハ101-1201,
国,○,サハ101-209,1960.10.28,川崎車両,三鷹,,1960.11.10,中野,1980.11.18,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ101-210,1960.10.28,川崎車両,三鷹,,1960.11.01,中野,1980.06.16,,
,,,,,,,1966.04.28,武蔵小金井,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-211,1960.10.28,川崎車両,三鷹,,1960.11.16,中野,1981.09.30,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-212,1960.10.28,川崎車両,三鷹,,1960.11.16,中野,1983.02.01,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ101-213,1960.11.09,川崎車両,三鷹,,1960.11.17,中野,1972.12.28,サハ101-1202,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-214,1960.11.09,川崎車両,三鷹,,1966.12.12,豊田,1973.01.12,サハ101-1203,
国,○,サハ101-215,1960.11.09,川崎車両,三鷹,,1970.11.27,浦和,1982.06.28,,
,,,,,,,1975.12.13,中原,,,
国,○,サハ101-216,1960.11.09,川崎車両,三鷹,,1978.01.24,中原,1981.08.15,,
国,○,サハ101-217,1961.10.16,汽車会社,三鷹,,1972.10.02,武蔵小金井,1982.02.17,,
国,○,サハ101-218,1960.10.16,汽車会社,三鷹,,1966.12.12,豊田,1982.03.06,,
,,,,,,,1972.06.04,中野,,,
国,○,サハ101-219,1960.10.16,汽車会社,武蔵小金井,,,,1985.01.19,,
国,○,サハ101-220,1960.10.16,汽車会社,武蔵小金井,,1966.12.12,豊田,1972.11.17,サハ101-1204,
国,○,サハ101-221,1960.10.16,汽車会社,武蔵小金井,,,,1983.05.14,,
国,○,サハ101-222,1960.10.16,汽車会社,武蔵小金井,,,,1985.02.28,,
国,○,サハ101-223,1960.10.24,汽車会社,武蔵小金井,,,,1985.03.22,,
国,○,サハ101-224,1960.10.24,汽車会社,武蔵小金井,,,,1983.10.17,,
国,○,サハ101-225,1961.10.24,汽車会社,武蔵小金井,,1966.12.12,豊田,1982.08.20,,
国,○,サハ101-226,1961.10.24,汽車会社,武蔵小金井,,,,1983.07.21,,
国,○,サハ101-227,1961.10.24,汽車会社,武蔵小金井,,,,1984.04.18,,
国,○,サハ101-228,1961.10.24,汽車会社,武蔵小金井,,,,1983.12.21,,
国,○,サハ101-229,1961.12.15,汽車会社,池袋,,1964.09.28,中野,1983.03.18,,
国,○,サハ101-230,1961.12.15,汽車会社,池袋,,1964.11.09,津田沼,1986.01.11,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ101-231,1961.12.15,汽車会社,池袋,,1964.09.17,津田沼,1981.02.13,,
国,○,サハ101-232,1961.12.23,汽車会社,池袋,,1965.05.08,津田沼,1981.10.29,,
国,○,サハ101-233,1961.12.23,汽車会社,池袋,,1964.07.28,津田沼,1981.02.28,,
国,○,サハ101-234,1961.12.23,汽車会社,池袋,,1965.09.23,中野,1984.09.10,,
,,,,,,,1982.09.29,日根野,,,
国,○,サハ101-235,1962.03.07,近畿車両,武蔵小金井,,,,1977.01.19,サハ101-1206,
国,○,サハ101-236,1962.03.17,近畿車両,池袋,,1978.02.09,中原,1982.06.28,,
国,○,サハ101-237,1962.03.30,近畿車両,池袋,,1964.09.28,武蔵小金井,1973.03.28,サハ101-1205,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-238,1962.03.30,近畿車両,池袋,,1965.09.04,中野,1984.02.24,,
国,○,サハ101-239,1962.12.17,近畿車両,池袋,,1964.06.18,津田沼,1982.03.04,,
国,○,サハ101-240,1962.12.17,近畿車両,品川,,1963.11.18,品川,1983.03.18,,
,,,,,,,1963.11.23,池袋,,,
,,,,,,,1965.05.18,津田沼,,,
,,,,,,,1965.09.30,中野,,,
国,○,サハ101-241,1962.12.17,近畿車両,品川,,1964.09.02,津田沼,1987.01.24,,
国,○,サハ101-242,1962.12.17,近畿車両,品川,,1964.11.03,津田沼,1982.11.18,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ101-243,1963.07.19,川崎車両,品川,,1963.07.21,品川,1985.03.22,,
,,,,,,,1964.11.08,津田沼,,,
国,○,サハ101-244,1963.07.19,川崎車両,品川,,1964.10.10,津田沼,1982.12.22,,
国,東,サハ101-245,1963.07.19,川崎車両,品川,,1967.10.31,津田沼,1990.08.06,,
,,,,,,,1986.09.01,習志野,,,
国,東,サハ101-246,1963.07.19,川崎車両,品川,,1967.11.08,津田沼,1990.05.07,,
,,,,,,,1986.09.01,習志野,,,
国,東,サハ101-247,1963.07.31,川崎車両,品川,,1967.12.21,津田沼,1989.02.16,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-248,1963.07.31,川崎車両,品川,,1969.04.04,津田沼,1983.02.08,,
国,東,サハ101-249,1963.07.31,川崎車両,品川,,1969.03.30,津田沼,1989.02.16,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-250,1963.07.31,川崎車両,品川,,1969.04.04,津田沼,1982.07.20,,
国,○,サハ101-251,1963.08.30,川崎車両,津田沼,,1982.01.19,中野,1984.03.06,,
国,東,サハ101-252,1963.08.30,川崎車両,津田沼,,1986.09.01,習志野,1988.06.16,,
国,○,サハ101-253,1963.08.30,川崎車両,津田沼,,1982.09.02,日根野,1984.06.22,,
国,○,サハ101-254,1963.08.30,川崎車両,津田沼,,,,1983.04.19,,
国,東,サハ101-255,1963.09.13,川崎車両,津田沼,,1986.09.01,習志野,1989.02.16,,
国,東,サハ101-256,1963.09.13,川崎車両,津田沼,,1986.09.01,習志野,1992.04.02,,
国,○,サハ101-257,1963.09.26,川崎車両,品川,,1963.11.30,池袋,1983.09.16,,
,,,,,,,1964.11.19,中野,,,
国,○,サハ101-258,1963.09.26,川崎車両,池袋,,1963.12.21,品川,1979.08.29,サハ101-146,
,,,,,,,1964.08.04,津田沼,,,
,,,,,,,1979.07.13,淀川,,,
国,○,サハ101-259,1963.09.26,川崎車両,品川,,1963.12.21,池袋,1986.06.10,,
,,,,,,,1964.06.14,中野,,,
,,,,,,,1985.03.02,津田沼,,,
国,○,サハ101-260,1963.09.26,川崎車両,津田沼,,,,1983.02.25,,
国,○,サハ101-261,1963.09.26,川崎車両,津田沼,,1982.09.02,日根野,1984.06.22,,
国,東,サハ101-262,1963.09.26,川崎車両,津田沼,,1986.09.01,習志野,1990.05.08,,
,,,,,,,1988.03.20,中原,,,
国,○,サハ101-263,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1986.09.25,,
,,,,,,,1967.11.17,津田沼,,,
国,東,サハ101-264,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1990.08.06,,
,,,,,,,1967.11.26,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-265,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1982.09.22,,
,,,,,,,1967.12.27,津田沼,,,
,,,,,,,1971.03.22,浦和,,,
,,,,,,,1975.12.24,中原,,,
国,東,サハ101-266,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1989.09.07,,
,,,,,,,1969.03.15,津田沼,,,
,,,,,,,1979.12.09,中原,,,
国,○,サハ101-267,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1985.02.26,,
,,,,,,,1969.03.21,津田沼,,,
,,,,,,,1982.08.23,日根野,,,
国,○,サハ101-268,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1985.02.26,,
,,,,,,,1969.03.05,津田沼,,,
,,,,,,,1982.08.23,日根野,,,
国,○,サハ101-269,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1986.09.25,,
,,,,,,,1969.03.26,津田沼,,,
国,○,サハ101-270,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1983.12.15,,
,,,,,,,1967.03.29,池袋,,,
,,,,,,,1978.02.02,中原,,,
,,,,,,,1979.11.20,中野,,,
国,○,サハ101-271,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1984.03.08,,
,,,,,,,1967.03.25,池袋,,,
,,,,,,,1978.01.26,中原,,,
,,,,,,,1983.03.02,武蔵小金井,,,
国,○,サハ101-272,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1984.12.25,,
,,,,,,,1967.04.22,池袋,,,
,,,,,,,1969.04.01,中野,,,
,,,,,,,1982.09.23,日根野,,,
国,○,サハ101-273,1963.08.13,汽車会社,下十条,,1963.09.20,品川,1982.07.27,,
,,,,,,,1967.04.02,池袋,,,
,,,,,,,1978.03.17,中原,,,
国,○,サハ101-274,1963.08.13,汽車会社,下十条,,1963.09.20,品川,1983.04.19,,
,,,,,,,1964.10.10,津田沼,,,
国,○,サハ101-275,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1983.04.19,,
,,,,,,,1964.10.10,津田沼,,,
国,○,サハ101-276,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1983.12.26,,
,,,,,,,1964.10.29,津田沼,,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ101-277,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1983.08.22,,
,,,,,,,1964.11.16,中野,,,
国,○,サハ101-278,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1983.03.18,,
,,,,,,,1964.10.28,中野,,,
国,○,サハ101-279,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1983.08.22,,
,,,,,,,1964.10.27,中野,,,
国,○,サハ101-280,1963.08.23,汽車会社,下十条,,1963.09.20,品川,1984.06.20,,
,,,,,,,1964.01.23,池袋,,,
,,,,,,,1965.09.26,中野,,,
国,○,サハ101-281,1963.09.05,汽車会社,津田沼,,1979.08.25,淀川,1980.07.02,サハ101-147,
国,○,サハ101-282,1963.09.05,汽車会社,津田沼,,1972.08.05,豊田,1980.08.05,サハ103-771,
国,○,サハ101-283,1963.10.22,川崎車両,武蔵小金井,,1971.03.26,浦和,1977.03.01,サハ103-1207,
,,,,,,,1976.03.13,武蔵小金井,,,
国,東,サハ101-284,1963.10.22,川崎車両,池袋,,1964.12.03,中野,1990.08.06,,
,,,,,,,1985.03.31,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-285,1963.10.31,汽車会社,池袋,,1965.06.05,津田沼,1977.03.14,サハ101-1208,
,,,,,,,1971.03.22,浦和,,,
,,,,,,,1975.12.24,中原,,,
国,○,サハ101-286,1963.10.30,汽車会社,池袋,,1968.09.28,津田沼,1982.03.01,,
国,○,サハ101-287,1963.10.31,汽車会社,津田沼,,,,1983.02.08,,
国,○,サハ101-288,1963.10.31,汽車会社,津田沼,,,,1983.03.29,,
国,○,サハ101-289,1963.11.13,汽車会社,津田沼,,1979.05.25,淀川,1979.08.29,サハ101-147,
国,東,サハ101-290,1963.11.13,汽車会社,津田沼,,1986.09.01,習志野,1989.09.26,,
,,,,,,,1988.06.28,中原,,,
国,東,サハ101-291,1963.11.13,汽車会社,津田沼,,1986.09.01,習志野,1990.08.06,,
国,○,サハ101-292,1963.11.12,川崎車両,中野,,,,1986.01.11,,
国,○,サハ101-293,1963.11.12,川崎車両,中野,,,,1984.03.31,,
国,○,サハ101-294,1963.11.22,汽車会社,津田沼,,1982.01.19,中野,1983.03.09,,
国,東,サハ101-295,1963.11.22,汽車会社,津田沼,,1986.09.01,習志野,1988.06.16,,
国,○,サハ101-296,1963.11.22,汽車会社,中野,,1985.01.29,津田沼,1987.01.24,,
,,,,,,,1986.09.01,習志野,,,
国,○,サハ101-297,1963.11.22,汽車会社,中野,,,,1984.02.21,,
国,東,サハ101-298,1963.11.22,汽車会社,中野,,1976.12.03,豊田,1991.01.28,,
,,,,,,,1980.06.06,中原,,,
国,○,サハ101-299,1963.11.22,汽車会社,中野,,1972.07.25,豊田,1980.06.17,サハ103-772,
国,東,サハ101-300,1966.01.17,日本車両,武蔵小金井,,1966.12.12,豊田,1991.07.29,,
,,,,,,,1981.08.28,中原,,,
国,東,サハ101-301,1966.02.17,日本車両,武蔵小金井,,1966.12.12,豊田,1990.08.28,,
,,,,,,,1981.10.08,中原,,,
国,○,サハ101-1001,1973.03.23,大井工場,豊田,サハ101-6,,,1986.02.17,,
国,○,サハ101-1002,1973.01.12,大井工場,豊田,サハ101-15,,,1986.12.03,,
国,○,サハ101-1003,1972.11.02,大井工場,豊田,サハ101-23,,,1986.02.17,,
国,○,サハ101-1004,1972.12.22,大井工場,三鷹,サハ101-30,1973.01.27,豊田,1985.05.10,,
国,○,サハ101-1005,1973.03.03,大井工場,豊田,サハ101-32,,,1985.07.12,,
国,○,サハ101-1006,1973.01.26,大井工場,豊田,サハ101-33,,,1985.07.12,,
国,○,サハ101-1007,1977.03.22,大井工場,豊田,サハ101-28,,,1987.03.31,,
国,○,サハ101-1008,1977.01.27,大井工場,三鷹,サハ101-37,1977.12.28,豊田,1986.11.26,,
国,○,サハ101-1201,1973.02.23,大井工場,豊田,サハ101-208,,,1985.07.12,,
国,○,サハ101-1202,1972.12.28,大井工場,豊田,サハ101-213,,,1985.08.15,,
